-7605;-10113;358;156;1414.0;
-7886;-10113;0;156;1414.0;
-7886;-8156;0;649;6000.0;
-7886;-8156;0;4;0.0;
-7605;-8156;716;245;2236.0;
-6760;-8156;2508;631;5830.0;
-6478;-8156;2866;156;1414.0;
-6196;-8156;3224;156;1414.0;
-5070;-8156;4657;612;5656.0;
-4506;-8156;5016;245;2236.0;
-4225;-8156;5016;112;1000.0;
-3943;-8156;5374;156;1414.0;
-3661;-8156;5732;156;1414.0;
-3380;-8156;5732;112;1000.0;
-2816;-8156;6091;245;2236.0;
-2535;-8156;6091;112;1000.0;
-2253;-8156;6091;112;1000.0;
-1690;-8156;6091;219;2000.0;
-1408;-8156;6449;156;1414.0;
-845;-8156;6449;219;2000.0;
-563;-8156;6449;112;1000.0;
845;-8156;6449;542;5000.0;
1408;-8156;6449;219;2000.0;
1971;-8156;6449;219;2000.0;
2253;-8156;6091;156;1414.0;
2816;-8156;6091;219;2000.0;
3661;-8156;5732;344;3162.0;
3661;-8156;5374;112;1000.0;
4225;-8156;5016;245;2236.0;
5351;-8156;4299;485;4472.0;
5351;-8156;3941;112;1000.0;
6196;-8156;3224;392;3605.0;
6478;-8156;2866;156;1414.0;
6760;-8156;2508;156;1414.0;
7041;-8156;1791;245;2236.0;
7041;-8156;1433;112;1000.0;
7323;-8156;1074;156;1414.0;
7886;-8156;0;392;3605.0;
7886;-8156;0;4;0.0;
7886;-8156;0;4;0.0;
7886;-6198;0;649;6000.0;
7886;-6198;0;4;0.0;
7886;-6198;0;4;0.0;
7323;-6198;1074;392;3605.0;
7323;-6198;1433;112;1000.0;
6760;-6198;2508;392;3605.0;
6760;-6198;2866;112;1000.0;
6196;-6198;3941;392;3605.0;
5915;-6198;4299;156;1414.0;
5070;-6198;5016;392;3605.0;
4506;-6198;5374;245;2236.0;
4225;-6198;5732;156;1414.0;
2816;-6198;6091;552;5099.0;
2253;-6198;6449;245;2236.0;
1971;-6198;6449;112;1000.0;
0;-6198;6449;757;7000.0;
0;-6198;6449;4;0.0;
-563;-6198;6449;219;2000.0;
-845;-6198;6449;112;1000.0;
-1408;-6198;6449;219;2000.0;
-1690;-6198;6449;112;1000.0;
-2253;-6198;6449;219;2000.0;
-2535;-6198;6449;112;1000.0;
-2816;-6198;6091;156;1414.0;
-3380;-6198;6091;219;2000.0;
-3661;-6198;5732;156;1414.0;
-3943;-6198;5732;112;1000.0;
-4506;-6198;5374;245;2236.0;
-4788;-6198;5374;112;1000.0;
-5070;-6198;5016;156;1414.0;
-5633;-6198;5016;219;2000.0;
-5915;-6198;4657;156;1414.0;
-6196;-6198;4299;156;1414.0;
-6478;-6198;3941;156;1414.0;
-7041;-6198;2508;485;4472.0;
-7323;-6198;1791;245;2236.0;
-7605;-6198;716;344;3162.0;
-7886;-6198;358;156;1414.0;
-8168;-6198;0;156;1414.0;
-8168;-4241;0;649;6000.0;
-8168;-4241;0;4;0.0;
-8168;-4241;0;4;0.0;
-7886;-4241;358;156;1414.0;
-7323;-4241;2508;684;6324.0;
-7323;-4241;1791;219;2000.0;
-6196;-4241;4299;871;8062.0;
-6196;-4241;3941;112;1000.0;
-5633;-4241;4299;245;2236.0;
-5351;-4241;4657;156;1414.0;
-5070;-4241;5016;156;1414.0;
-4506;-4241;5016;219;2000.0;
-4225;-4241;5016;112;1000.0;
-3943;-4241;5016;112;1000.0;
-3380;-4241;5016;219;2000.0;
-3098;-4241;5016;112;1000.0;
563;-4241;5732;1418;13152.0;
1126;-4241;5374;245;2236.0;
1690;-4241;5016;245;2236.0;
3380;-4241;5016;649;6000.0;
3943;-4241;5016;219;2000.0;
4225;-4241;5016;112;1000.0;
4788;-4241;5016;219;2000.0;
5633;-4241;4299;392;3605.0;
5915;-4241;3941;156;1414.0;
6478;-4241;3582;245;2236.0;
6760;-4241;3224;156;1414.0;
7041;-4241;2508;245;2236.0;
7041;-4241;2149;112;1000.0;
7605;-4241;1433;308;2828.0;
7605;-4241;716;219;2000.0;
7886;-4241;0;245;2236.0;
7886;-4241;0;4;0.0;
7886;-4241;0;4;0.0;
8168;-2283;0;658;6082.0;
8168;-2283;0;4;0.0;
7886;-2283;716;245;2236.0;
7605;-2283;1074;156;1414.0;
7323;-2283;1433;156;1414.0;
7041;-2283;1791;156;1414.0;
6760;-2283;2149;156;1414.0;
6478;-2283;2508;156;1414.0;
5915;-2283;3582;392;3605.0;
5633;-2283;3941;156;1414.0;
4788;-2283;4657;392;3605.0;
4225;-2283;5016;245;2236.0;
3943;-2283;5016;112;1000.0;
3098;-2283;4657;344;3162.0;
2816;-2283;4299;156;1414.0;
2253;-2283;4299;219;2000.0;
1971;-2283;4299;112;1000.0;
1126;-2283;5016;392;3605.0;
845;-2283;5374;156;1414.0;
281;-2283;6091;308;2828.0;
0;-2283;6091;112;1000.0;
-281;-2283;6091;112;1000.0;
-563;-2283;5732;156;1414.0;
-1126;-2283;5016;308;2828.0;
-1408;-2283;4657;156;1414.0;
-1408;-2283;4657;4;0.0;
-1971;-2283;4299;245;2236.0;
-2253;-2283;4299;112;1000.0;
-3661;-2283;4657;552;5099.0;
-4225;-2283;4657;219;2000.0;
-4506;-2283;4657;112;1000.0;
-4506;-2283;5016;112;1000.0;
-5070;-2283;4657;245;2236.0;
-5351;-2283;4657;112;1000.0;
-5633;-2283;4299;156;1414.0;
-5915;-2283;3941;156;1414.0;
-6760;-2283;2508;542;5000.0;
-7041;-2283;2149;156;1414.0;
-7323;-2283;1433;245;2236.0;
-7605;-2283;1074;156;1414.0;
-7886;-2283;716;156;1414.0;
-8168;-2283;0;245;2236.0;
-8450;-2283;0;112;1000.0;
-8450;-2283;0;4;0.0;
-8450;-326;0;649;6000.0;
-8450;-326;0;4;0.0;
-8168;-326;1433;448;4123.0;
-7886;-326;1791;156;1414.0;
-7605;-326;2149;156;1414.0;
-6478;-326;3224;542;5000.0;
-6196;-326;3582;156;1414.0;
-5915;-326;3941;156;1414.0;
-5633;-326;3941;112;1000.0;
-5070;-326;4299;245;2236.0;
-4788;-326;4299;112;1000.0;
-4225;-326;4299;219;2000.0;
-3943;-326;4299;112;1000.0;
-3661;-326;4657;156;1414.0;
-3098;-326;4657;219;2000.0;
-1690;-326;5374;583;5385.0;
-1408;-326;5732;156;1414.0;
-1126;-326;6091;156;1414.0;
-563;-326;7165;392;3605.0;
-281;-326;7524;156;1414.0;
0;-326;7524;112;1000.0;
845;-326;6807;392;3605.0;
1126;-326;6449;156;1414.0;
1690;-326;5374;392;3605.0;
1971;-326;5016;156;1414.0;
2816;-326;4657;344;3162.0;
3098;-326;4299;156;1414.0;
3661;-326;4299;219;2000.0;
4225;-326;4299;219;2000.0;
5070;-326;3941;344;3162.0;
5633;-326;3582;245;2236.0;
6196;-326;3582;219;2000.0;
7041;-326;2508;460;4242.0;
7323;-326;2149;156;1414.0;
7886;-326;1433;308;2828.0;
8168;-326;716;245;2236.0;
8450;-326;0;245;2236.0;
8450;-326;0;4;0.0;
8450;-326;0;4;0.0;
8450;1631;0;649;6000.0;
8450;1631;0;4;0.0;
8450;1631;0;4;0.0;
8168;1631;1074;344;3162.0;
7886;1631;1433;156;1414.0;
7323;1631;2508;392;3605.0;
7041;1631;2866;156;1414.0;
6760;1631;3224;156;1414.0;
6196;1631;3582;245;2236.0;
5915;1631;3941;156;1414.0;
5351;1631;4299;245;2236.0;
5070;1631;4299;112;1000.0;
3943;1631;4657;448;4123.0;
3661;1631;4657;112;1000.0;
3098;1631;4657;219;2000.0;
2253;1631;5732;460;4242.0;
2253;1631;5732;4;0.0;
1971;1631;6091;156;1414.0;
1971;1631;6449;112;1000.0;
1690;1631;7165;245;2236.0;
1690;1631;7524;112;1000.0;
1408;1631;7882;156;1414.0;
1408;1631;8599;219;2000.0;
1126;1631;8957;156;1414.0;
563;1631;8957;219;2000.0;
281;1631;9315;156;1414.0;
-281;1631;8957;245;2236.0;
-563;1631;8599;156;1414.0;
-845;1631;8240;156;1414.0;
-1126;1631;7882;156;1414.0;
-1408;1631;6449;448;4123.0;
-1690;1631;5732;245;2236.0;
-3943;1631;4657;923;8544.0;
-4225;1631;4299;156;1414.0;
-4788;1631;4299;219;2000.0;
-7323;1631;2508;1111;10295.0;
-7605;1631;2149;156;1414.0;
-7886;1631;1791;156;1414.0;
-8168;1631;358;448;4123.0;
-8450;1631;0;156;1414.0;
-8450;1631;0;4;0.0;
-7886;3588;358;693;6403.0;
-7886;3588;0;112;1000.0;
-7605;3588;716;245;2236.0;
-7041;3588;1791;392;3605.0;
-6760;3588;2508;245;2236.0;
-5633;3588;3582;542;5000.0;
-3380;3588;4299;891;8246.0;
-2535;3588;4299;327;3000.0;
-2253;3588;4657;156;1414.0;
-2253;3588;4657;4;0.0;
-2253;3588;4657;4;0.0;
-2253;3588;4657;4;0.0;
-1971;3588;6449;552;5099.0;
-1971;3588;6449;4;0.0;
-1971;3588;6449;4;0.0;
-1971;3588;6449;4;0.0;
-1971;3588;6449;4;0.0;
-1971;3588;5732;219;2000.0;
-1971;3588;5732;4;0.0;
-1971;3588;5016;219;2000.0;
-1971;3588;5016;4;0.0;
-1690;3588;7165;658;6082.0;
-1408;3588;7165;112;1000.0;
-1408;3588;7165;4;0.0;
-1408;3588;7165;4;0.0;
-1408;3588;7165;4;0.0;
-1126;3588;7882;245;2236.0;
-1126;3588;7882;4;0.0;
-1126;3588;7882;4;0.0;
-845;3588;8240;156;1414.0;
-563;3588;8599;156;1414.0;
-281;3588;8957;156;1414.0;
-281;3588;8957;4;0.0;
0;3588;9315;156;1414.0;
0;3588;9315;4;0.0;
281;3588;9315;112;1000.0;
845;3588;8957;245;2236.0;
845;3588;8599;112;1000.0;
845;3588;8599;4;0.0;
845;3588;7165;434;4000.0;
845;3588;7165;4;0.0;
845;3588;7165;4;0.0;
845;3588;7165;4;0.0;
845;3588;6807;112;1000.0;
845;3588;6807;4;0.0;
845;3588;6807;4;0.0;
1126;3588;7882;344;3162.0;
1126;3588;7524;112;1000.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1126;3588;7524;4;0.0;
1690;3588;7165;245;2236.0;
1690;3588;7165;4;0.0;
2253;3588;7165;219;2000.0;
2253;3588;7165;4;0.0;
2535;3588;6449;245;2236.0;
2535;3588;6449;4;0.0;
2535;3588;5732;219;2000.0;
2535;3588;5732;4;0.0;
2816;3588;4657;344;3162.0;
2816;3588;4657;4;0.0;
2816;3588;4657;4;0.0;
3098;3588;4657;112;1000.0;
3380;3588;4657;112;1000.0;
3661;3588;4657;112;1000.0;
4225;3588;4657;219;2000.0;
5633;3588;3941;583;5385.0;
5915;3588;3582;156;1414.0;
6760;3588;2866;392;3605.0;
6760;3588;2508;112;1000.0;
7041;3588;1791;245;2236.0;
7605;3588;1074;308;2828.0;
7605;3588;716;112;1000.0;
7886;3588;0;245;2236.0;
8168;3588;0;112;1000.0;
7605;5546;0;684;6324.0;
7323;5546;716;245;2236.0;
7323;5546;1074;112;1000.0;
6760;5546;1791;308;2828.0;
6478;5546;2149;156;1414.0;
6196;5546;2866;245;2236.0;
5633;5546;3224;245;2236.0;
5351;5546;3582;156;1414.0;
4788;5546;3941;245;2236.0;
4225;5546;4299;245;2236.0;
3943;5546;4657;156;1414.0;
3380;5546;4657;219;2000.0;
2535;5546;5374;392;3605.0;
2253;5546;5732;156;1414.0;
1126;5546;6807;542;5000.0;
563;5546;6807;219;2000.0;
281;5546;6807;112;1000.0;
0;5546;6807;112;1000.0;
-281;5546;6807;112;1000.0;
-563;5546;6449;156;1414.0;
-1126;5546;6091;245;2236.0;
-1408;5546;5732;156;1414.0;
-1690;5546;5732;112;1000.0;
-1971;5546;5374;156;1414.0;
-2535;5546;5016;245;2236.0;
-2816;5546;5016;112;1000.0;
-4225;5546;3941;631;5830.0;
-4506;5546;3582;156;1414.0;
-4788;5546;3582;112;1000.0;
-5633;5546;2866;392;3605.0;
-5915;5546;2508;156;1414.0;
-6478;5546;1433;392;3605.0;
-7041;5546;716;308;2828.0;
-7323;5546;0;245;2236.0;
-7323;5546;0;4;0.0;
-7041;7503;0;658;6082.0;
-7041;7503;0;4;0.0;
-7041;7503;0;4;0.0;
-6760;7503;358;156;1414.0;
-6478;7503;716;156;1414.0;
-5633;7503;2149;542;5000.0;
-5351;7503;2149;112;1000.0;
-5070;7503;2508;156;1414.0;
-4788;7503;2866;156;1414.0;
-4506;7503;3224;156;1414.0;
-3943;7503;3941;308;2828.0;
-3380;7503;4657;308;2828.0;
-3098;7503;5016;156;1414.0;
-2816;7503;5374;156;1414.0;
-2535;7503;5732;156;1414.0;
-2253;7503;5732;112;1000.0;
-1690;7503;6091;245;2236.0;
-1690;7503;6091;4;0.0;
-1408;7503;6449;156;1414.0;
-1408;7503;6449;4;0.0;
-1126;7503;6807;156;1414.0;
-1126;7503;6807;4;0.0;
-281;7503;6807;327;3000.0;
845;7503;7165;448;4123.0;
1408;7503;6807;245;2236.0;
1971;7503;6449;245;2236.0;
1971;7503;6449;4;0.0;
2535;7503;6091;245;2236.0;
3098;7503;5732;245;2236.0;
3098;7503;5374;112;1000.0;
4225;7503;4657;485;4472.0;
4506;7503;4299;156;1414.0;
5351;7503;3582;392;3605.0;
5351;7503;3224;112;1000.0;
6196;7503;2149;460;4242.0;
6478;7503;1791;156;1414.0;
6760;7503;1433;156;1414.0;
7041;7503;1074;156;1414.0;
7323;7503;716;156;1414.0;
7323;7503;358;112;1000.0;
7605;7503;0;156;1414.0;
7323;9461;0;658;6082.0;
7041;9461;0;112;1000.0;
6760;9461;716;245;2236.0;
6478;9461;1433;245;2236.0;
6196;9461;1791;156;1414.0;
5633;9461;2866;392;3605.0;
5351;9461;3224;156;1414.0;
4506;9461;3941;392;3605.0;
3943;9461;4299;245;2236.0;
3661;9461;4657;156;1414.0;
2816;9461;5374;392;3605.0;
2535;9461;5732;156;1414.0;
1690;9461;6807;460;4242.0;
1690;9461;6807;4;0.0;
1126;9461;6807;219;2000.0;
1126;9461;6807;4;0.0;
0;9461;6807;434;4000.0;
0;9461;6807;4;0.0;
-1126;9461;6449;448;4123.0;
-1408;9461;6091;156;1414.0;
-1690;9461;5732;156;1414.0;
-1971;9461;5374;156;1414.0;
-2253;9461;5016;156;1414.0;
-2535;9461;4657;156;1414.0;
-3098;9461;4657;219;2000.0;
-4506;9461;2866;765;7071.0;
-4788;9461;2508;156;1414.0;
-5070;9461;1791;245;2236.0;
-6196;9461;358;612;5656.0;
-6478;9461;0;156;1414.0;
-5633;11418;0;725;6708.0;
-5351;11418;358;156;1414.0;
-5070;11418;358;112;1000.0;
-4788;11418;1074;245;2236.0;
-4225;11418;2149;392;3605.0;
-3943;11418;2508;156;1414.0;
-3661;11418;2866;156;1414.0;
-3098;11418;3582;308;2828.0;
-1971;11418;4657;542;5000.0;
-1690;11418;5016;156;1414.0;
-1408;11418;5016;112;1000.0;
-1126;11418;5374;156;1414.0;
-845;11418;5732;156;1414.0;
-281;11418;5732;219;2000.0;
0;11418;6091;156;1414.0;
0;11418;5732;112;1000.0;
563;11418;6091;245;2236.0;
1126;11418;5732;245;2236.0;
1690;11418;5732;219;2000.0;
2253;11418;5374;245;2236.0;
2535;11418;5016;156;1414.0;
3661;11418;4299;485;4472.0;
3943;11418;3941;156;1414.0;
4788;11418;3224;392;3605.0;
5070;11418;2866;156;1414.0;
5351;11418;2149;245;2236.0;
5633;11418;1791;156;1414.0;
5915;11418;1433;156;1414.0;
6478;11418;0;485;4472.0;
6478;11418;0;4;0.0;
6478;11418;0;4;0.0;
5351;13376;0;780;7211.0;
5070;13376;358;156;1414.0;
5070;13376;716;112;1000.0;
5070;13376;1074;112;1000.0;
4788;13376;2149;344;3162.0;
4506;13376;2508;156;1414.0;
3943;13376;3582;392;3605.0;
3661;13376;3941;156;1414.0;
3380;13376;4299;156;1414.0;
2535;13376;5016;392;3605.0;
1971;13376;5374;245;2236.0;
563;13376;5732;552;5099.0;
281;13376;5732;112;1000.0;
0;13376;5732;112;1000.0;
-281;13376;5732;112;1000.0;
-563;13376;5374;156;1414.0;
-1126;13376;5374;219;2000.0;
-1408;13376;5016;156;1414.0;
-1690;13376;4657;156;1414.0;
-1971;13376;4299;156;1414.0;
-2816;13376;3224;460;4242.0;
-2816;13376;3582;112;1000.0;
-3380;13376;2866;308;2828.0;
-3943;13376;1074;583;5385.0;
-4225;13376;358;245;2236.0;
-4506;13376;0;156;1414.0;
-4506;13376;0;4;0.0;
-1690;15333;3224;1588;14730.0;
-1690;15333;3224;4;0.0;
-1690;15333;3224;4;0.0;
-1690;15333;3224;4;0.0;
-1690;15333;3224;4;0.0;
-1690;15333;3224;4;0.0;
-1690;15333;3224;4;0.0;
-1408;15333;3582;156;1414.0;
-1408;15333;3582;4;0.0;
-1408;15333;3582;4;0.0;
-1408;15333;3582;4;0.0;
-1408;15333;3582;4;0.0;
-1408;15333;3582;4;0.0;
-1408;15333;3582;4;0.0;
-1126;15333;3941;156;1414.0;
-1126;15333;3941;4;0.0;
-1126;15333;3582;112;1000.0;
-1126;15333;3582;4;0.0;
-1126;15333;3582;4;0.0;
-845;15333;3582;112;1000.0;
-845;15333;3582;4;0.0;
-563;15333;4299;245;2236.0;
-281;15333;4299;112;1000.0;
0;15333;4299;112;1000.0;
281;15333;4657;156;1414.0;
563;15333;4657;112;1000.0;
845;15333;4299;156;1414.0;
1126;15333;4299;112;1000.0;
1408;15333;4657;156;1414.0;
1690;15333;4299;156;1414.0;
1690;15333;0;1294;12000.0;
1971;15333;3941;1192;11045.0;
1971;15333;0;1187;11000.0;
1971;15333;0;4;0.0;
1971;15333;0;4;0.0;
2253;15333;0;112;1000.0;
2253;15333;0;4;0.0;
2253;15333;0;4;0.0;
2535;15333;3582;1085;10049.0;
2535;15333;0;1079;10000.0;
2535;15333;0;4;0.0;
2535;15333;0;4;0.0;
2535;15333;0;4;0.0;
2816;15333;2866;871;8062.0;
2816;15333;2508;112;1000.0;
2816;15333;1791;219;2000.0;
2816;15333;1791;4;0.0;
3098;15333;2149;156;1414.0;
3098;15333;1433;219;2000.0;
3098;15333;1433;4;0.0;
3098;15333;1433;4;0.0;
3380;15333;1433;112;1000.0;
3380;15333;1433;4;0.0;
3380;15333;1074;112;1000.0;
-8450;15986;0;4537;42154.0;
-8450;1957;0;4628;43000.0;
-8450;1631;0;112;1000.0;
-8450;1631;0;4;0.0;
-8450;1305;0;112;1000.0;
-8450;978;0;112;1000.0;
-8450;978;0;4;0.0;
-8450;652;0;112;1000.0;
-8450;652;0;4;0.0;
-8450;652;0;4;0.0;
-8450;652;716;219;2000.0;
-8450;326;0;245;2236.0;
-8450;326;0;4;0.0;
-8450;326;0;4;0.0;
-8450;0;0;112;1000.0;
-8450;0;0;4;0.0;
-8450;0;0;4;0.0;
-8450;0;0;4;0.0;
-8450;0;716;219;2000.0;
-8450;0;716;4;0.0;
-8450;-326;0;245;2236.0;
-8450;-326;0;4;0.0;
-8450;-652;0;112;1000.0;
-8450;-978;0;112;1000.0;
-8450;-978;0;4;0.0;
-8450;-978;0;4;0.0;
-8450;-1305;0;112;1000.0;
-8450;-1631;0;112;1000.0;
-8450;-1631;0;4;0.0;
-8450;-2283;0;219;2000.0;
-8450;-2283;0;4;0.0;
-8450;-2610;0;112;1000.0;
-6760;-13050;0;3505;32557.0;
-6760;-13050;0;4;0.0;
-6760;-12723;358;156;1414.0;
-6760;-12397;358;112;1000.0;
-6760;-12071;1074;245;2236.0;
-6760;-12071;716;112;1000.0;
-6760;-11418;1433;308;2828.0;
-6760;-11092;1433;112;1000.0;
-6760;-10766;1791;156;1414.0;
-6760;-10440;1791;112;1000.0;
-6760;-9787;2149;245;2236.0;
-6760;-9461;2149;112;1000.0;
-6760;-8808;2149;219;2000.0;
-6760;-8482;2149;112;1000.0;
-6760;-8156;2508;156;1414.0;
-6760;-7503;2866;245;2236.0;
-6760;-7503;2508;112;1000.0;
-6760;-7177;2866;156;1414.0;
-6760;-6851;2866;112;1000.0;
-6760;-6525;3224;156;1414.0;
-6760;-5872;3224;219;2000.0;
-6760;-5546;3582;156;1414.0;
-6760;-4893;3582;219;2000.0;
-6760;-4567;3582;112;1000.0;
-6760;-3915;3224;245;2236.0;
-6760;-3262;2508;308;2828.0;
-6760;-2936;2508;112;1000.0;
-6760;-2283;2508;219;2000.0;
-6760;-1957;2508;112;1000.0;
-6760;-1305;2508;219;2000.0;
-6760;-978;2866;156;1414.0;
-6760;-652;2866;112;1000.0;
-6760;0;3582;308;2828.0;
-6760;1957;2866;684;6324.0;
-6760;2283;2866;112;1000.0;
-6760;2936;2866;219;2000.0;
-6760;3588;2508;245;2236.0;
-6760;4241;1433;392;3605.0;
-6760;4567;1433;112;1000.0;
-6760;5220;1433;219;2000.0;
-6760;5872;1074;245;2236.0;
-6760;7177;358;485;4472.0;
-6760;7503;358;112;1000.0;
-6760;8156;0;245;2236.0;
-6760;8156;0;4;0.0;
-6760;8482;0;112;1000.0;
-6760;8482;0;4;0.0;
-6760;8808;0;112;1000.0;
-6760;9135;0;112;1000.0;
-5070;12397;0;1258;11661.0;
-5070;12071;0;112;1000.0;
-5070;12071;0;4;0.0;
-5070;11418;358;245;2236.0;
-5070;10766;1433;392;3605.0;
-5070;10113;1791;245;2236.0;
-5070;9461;1791;219;2000.0;
-5070;9135;2508;245;2236.0;
-5070;8808;2149;156;1414.0;
-5070;7830;2508;344;3162.0;
-5070;7503;2508;112;1000.0;
-5070;6851;2866;245;2236.0;
-5070;6198;2866;219;2000.0;
-5070;5872;2866;112;1000.0;
-5070;5220;3224;245;2236.0;
-5070;4567;3582;245;2236.0;
-5070;3915;3941;245;2236.0;
-5070;3262;3941;219;2000.0;
-5070;2936;3941;112;1000.0;
-5070;2283;4299;245;2236.0;
-5070;1957;4299;112;1000.0;
-5070;1305;4299;219;2000.0;
-5070;652;4299;219;2000.0;
-5070;326;4299;112;1000.0;
-5070;0;4299;112;1000.0;
-5070;-326;4299;112;1000.0;
-5070;-652;3941;156;1414.0;
-5070;-1305;3941;219;2000.0;
-5070;-1631;4299;156;1414.0;
-5070;-2283;4657;245;2236.0;
-5070;-2610;5016;156;1414.0;
-5070;-3262;5016;219;2000.0;
-5070;-3915;5016;219;2000.0;
-5070;-4241;5016;112;1000.0;
-5070;-4893;5016;219;2000.0;
-5070;-5220;5016;112;1000.0;
-5070;-5872;5016;219;2000.0;
-5070;-6198;5016;112;1000.0;
-5070;-6851;5016;219;2000.0;
-5070;-7177;5016;112;1000.0;
-5070;-7503;4657;156;1414.0;
-5070;-8156;4657;219;2000.0;
-5070;-8482;4299;156;1414.0;
-5070;-8808;4299;112;1000.0;
-5070;-10766;3582;684;6324.0;
-5070;-11092;3582;112;1000.0;
-5070;-11418;3582;112;1000.0;
-5070;-12071;3224;245;2236.0;
-5070;-12397;3224;112;1000.0;
-5070;-12723;2866;156;1414.0;
-5070;-13376;2866;219;2000.0;
-5070;-13702;2508;156;1414.0;
-5070;-14028;2149;156;1414.0;
-5070;-14355;1433;245;2236.0;
-5070;-14681;1433;112;1000.0;
-5070;-15007;716;245;2236.0;
-5070;-15333;358;156;1414.0;
-5070;-15333;358;4;0.0;
-5070;-15333;358;4;0.0;
-3380;-15660;1791;787;7280.0;
